Year,system,District,Subject,Percent P/A
2013,273.0,Trenton SSD,English II,57.5
2012,273.0,Trenton SSD,English II,59.8
2011,273.0,Trenton SSD,English II,52.7
2015,273.0,Trenton SSD,English III,50.6
2014,273.0,Trenton SSD,English III,47.4
2013,273.0,Trenton SSD,English III,34.5
2012,273.0,Trenton SSD,English III,39.6
2011,273.0,Trenton SSD,English III,NA
2015,273.0,Trenton SSD,Graduation Rate,83.5
2014,273.0,Trenton SSD,Graduation Rate,95.9
2013,273.0,Trenton SSD,Graduation Rate,97.1
2012,273.0,Trenton SSD,Graduation Rate,96.9
2011,273.0,Trenton SSD,Graduation Rate,NA
2015,273.0,Trenton SSD,Math,62.9
2014,273.0,Trenton SSD,Math,57.9
2013,273.0,Trenton SSD,Math,45.3
2012,273.0,Trenton SSD,Math,46.5
2011,273.0,Trenton SSD,Math,41.9
2015,273.0,Trenton SSD,ELA,44.6
2014,273.0,Trenton SSD,ELA,48.9
2013,273.0,Trenton SSD,ELA,45.3
2012,273.0,Trenton SSD,ELA,47.1
2011,273.0,Trenton SSD,ELA,45.1
2015,273.0,Trenton SSD,Science,53.7
2014,273.0,Trenton SSD,Science,59.8
2013,273.0,Trenton SSD,Science,56.5
2012,273.0,Trenton SSD,Science,59.6
2011,273.0,Trenton SSD,Science,58.3
2015,850.0,Trousdale County,Algebra I,75.6
2014,850.0,Trousdale County,Algebra I,90.1
2013,850.0,Trousdale County,Algebra I,79.8
2012,850.0,Trousdale County,Algebra I,78.3
2011,850.0,Trousdale County,Algebra I,64.2
2015,850.0,Trousdale County,Algebra II,68.4
2014,850.0,Trousdale County,Algebra II,76.4
2013,850.0,Trousdale County,Algebra II,63.4
2012,850.0,Trousdale County,Algebra II,52.7
2011,850.0,Trousdale County,Algebra II,NA
2015,850.0,Trousdale County,Biology I,59.3
2014,850.0,Trousdale County,Biology I,78.4
2013,850.0,Trousdale County,Biology I,83.5
2012,850.0,Trousdale County,Biology I,63.6
2011,850.0,Trousdale County,Biology I,65.2
2015,850.0,Trousdale County,Chemistry,67.9
2014,850.0,Trousdale County,Chemistry,73.4
2013,850.0,Trousdale County,Chemistry,NA
2012,850.0,Trousdale County,Chemistry,NA
2011,850.0,Trousdale County,Chemistry,NA
2015,850.0,Trousdale County,English I,67.8
2014,850.0,Trousdale County,English I,82.0
2013,850.0,Trousdale County,English I,88.6
2012,850.0,Trousdale County,English I,75.9
2011,850.0,Trousdale County,English I,75.3
2015,850.0,Trousdale County,English II,71.3
2014,850.0,Trousdale County,English II,75.7
2013,850.0,Trousdale County,English II,72.4
2012,850.0,Trousdale County,English II,66.4
2011,850.0,Trousdale County,English II,54.9
2015,850.0,Trousdale County,English III,51.7
2014,850.0,Trousdale County,English III,58.1
2013,850.0,Trousdale County,English III,37.8
2012,850.0,Trousdale County,English III,35.1
2011,850.0,Trousdale County,English III,NA
2015,850.0,Trousdale County,Graduation Rate,96.9
2014,850.0,Trousdale County,Graduation Rate,98.8
2013,850.0,Trousdale County,Graduation Rate,95.0
2012,850.0,Trousdale County,Graduation Rate,96.1
2011,850.0,Trousdale County,Graduation Rate,NA
2015,850.0,Trousdale County,Math,75.7
2014,850.0,Trousdale County,Math,72.0
2013,850.0,Trousdale County,Math,67.4
2012,850.0,Trousdale County,Math,59.0
2011,850.0,Trousdale County,Math,47.6
2015,850.0,Trousdale County,ELA,59.8
2014,850.0,Trousdale County,ELA,56.7
2013,850.0,Trousdale County,ELA,56.2
2012,850.0,Trousdale County,ELA,48.2
2011,850.0,Trousdale County,ELA,46.0
2015,850.0,Trousdale County,Science,82.2
2014,850.0,Trousdale County,Science,72.9
2013,850.0,Trousdale County,Science,73.8
2012,850.0,Trousdale County,Science,64.8
2011,850.0,Trousdale County,Science,59.2
2015,162.0,Tullahoma City,Algebra I,69.1
2014,162.0,Tullahoma City,Algebra I,61.8
2013,162.0,Tullahoma City,Algebra I,47.9
2012,162.0,Tullahoma City,Algebra I,58.1
2011,162.0,Tullahoma City,Algebra I,62.1
2015,162.0,Tullahoma City,Algebra II,45.5
2014,162.0,Tullahoma City,Algebra II,57.3
2013,162.0,Tullahoma City,Algebra II,45.7
2012,162.0,Tullahoma City,Algebra II,40.6
2011,162.0,Tullahoma City,Algebra II,NA
2015,162.0,Tullahoma City,Biology I,72.3
2014,162.0,Tullahoma City,Biology I,63.0
2013,162.0,Tullahoma City,Biology I,66.7
2012,162.0,Tullahoma City,Biology I,60.2
2011,162.0,Tullahoma City,Biology I,62.5
2015,162.0,Tullahoma City,Chemistry,50.2
2014,162.0,Tullahoma City,Chemistry,59.2
2013,162.0,Tullahoma City,Chemistry,NA
2012,162.0,Tullahoma City,Chemistry,NA
2011,162.0,Tullahoma City,Chemistry,NA
2015,162.0,Tullahoma City,English I,80.2
2014,162.0,Tullahoma City,English I,75.0
2013,162.0,Tullahoma City,English I,74.7
2012,162.0,Tullahoma City,English I,76.5
2011,162.0,Tullahoma City,English I,72.2
2015,162.0,Tullahoma City,English II,65.4
2014,162.0,Tullahoma City,English II,73.0
2013,162.0,Tullahoma City,English II,69.5
2012,162.0,Tullahoma City,English II,64.2
2011,162.0,Tullahoma City,English II,69.9
2015,162.0,Tullahoma City,English III,53.7
2014,162.0,Tullahoma City,English III,56.1
2013,162.0,Tullahoma City,English III,29.9
2012,162.0,Tullahoma City,English III,38.9
2011,162.0,Tullahoma City,English III,NA
2015,162.0,Tullahoma City,Graduation Rate,90.9
2014,162.0,Tullahoma City,Graduation Rate,90.1
2013,162.0,Tullahoma City,Graduation Rate,86.7
2012,162.0,Tullahoma City,Graduation Rate,83.8
2011,162.0,Tullahoma City,Graduation Rate,NA
2015,162.0,Tullahoma City,Math,53.2
2014,162.0,Tullahoma City,Math,52.0
2013,162.0,Tullahoma City,Math,50.0
2012,162.0,Tullahoma City,Math,48.6
2011,162.0,Tullahoma City,Math,41.7
2015,162.0,Tullahoma City,ELA,46.1
2014,162.0,Tullahoma City,ELA,47.4
2013,162.0,Tullahoma City,ELA,47.8
2012,162.0,Tullahoma City,ELA,51.1
2011,162.0,Tullahoma City,ELA,49.6
2015,162.0,Tullahoma City,Science,62.1
2014,162.0,Tullahoma City,Science,62.0
2013,162.0,Tullahoma City,Science,60.2
2012,162.0,Tullahoma City,Science,62.9
2011,162.0,Tullahoma City,Science,57.3
2015,860.0,Unicoi County,Algebra I,51.2
2014,860.0,Unicoi County,Algebra I,48.4
2013,860.0,Unicoi County,Algebra I,47.4
2012,860.0,Unicoi County,Algebra I,48.8
2011,860.0,Unicoi County,Algebra I,48.3
2015,860.0,Unicoi County,Algebra II,26.7
2014,860.0,Unicoi County,Algebra II,22.8
2013,860.0,Unicoi County,Algebra II,38.6
2012,860.0,Unicoi County,Algebra II,19.6
2011,860.0,Unicoi County,Algebra II,NA
2015,860.0,Unicoi County,Biology I,72.6
2014,860.0,Unicoi County,Biology I,53.3
2013,860.0,Unicoi County,Biology I,52.2
2012,860.0,Unicoi County,Biology I,48.7
2011,860.0,Unicoi County,Biology I,52.3
2015,860.0,Unicoi County,Chemistry,42.6
2014,860.0,Unicoi County,Chemistry,36.6
2013,860.0,Unicoi County,Chemistry,NA
2012,860.0,Unicoi County,Chemistry,NA
2011,860.0,Unicoi County,Chemistry,NA
2015,860.0,Unicoi County,English I,75.8
2014,860.0,Unicoi County,English I,66.1
2013,860.0,Unicoi County,English I,70.5
2012,860.0,Unicoi County,English I,61.3
2011,860.0,Unicoi County,English I,67.8
2015,860.0,Unicoi County,English II,63.3
2014,860.0,Unicoi County,English II,55.3
2013,860.0,Unicoi County,English II,52.2
2012,860.0,Unicoi County,English II,58.5
2011,860.0,Unicoi County,English II,58.7
2015,860.0,Unicoi County,English III,37.9
2014,860.0,Unicoi County,English III,26.7
2013,860.0,Unicoi County,English III,30.4
2012,860.0,Unicoi County,English III,34.6
2011,860.0,Unicoi County,English III,NA
2015,860.0,Unicoi County,Graduation Rate,93.6
2014,860.0,Unicoi County,Graduation Rate,94.9
2013,860.0,Unicoi County,Graduation Rate,96.9
2012,860.0,Unicoi County,Graduation Rate,94.1
2011,860.0,Unicoi County,Graduation Rate,NA
2015,860.0,Unicoi County,Math,48.4
2014,860.0,Unicoi County,Math,48.3
2013,860.0,Unicoi County,Math,45.9
2012,860.0,Unicoi County,Math,45.3
2011,860.0,Unicoi County,Math,43.5
2015,860.0,Unicoi County,ELA,42.8
2014,860.0,Unicoi County,ELA,46.5
2013,860.0,Unicoi County,ELA,53.3
2012,860.0,Unicoi County,ELA,53.6
2011,860.0,Unicoi County,ELA,51.5
2015,860.0,Unicoi County,Science,68.4
2014,860.0,Unicoi County,Science,69.2
2013,860.0,Unicoi County,Science,64.5
2012,860.0,Unicoi County,Science,66.9
2011,860.0,Unicoi County,Science,62.5
2015,661.0,Union City,Algebra I,79.5
2014,661.0,Union City,Algebra I,83.0
2013,661.0,Union City,Algebra I,76.7
2012,661.0,Union City,Algebra I,65.3
2011,661.0,Union City,Algebra I,45.1
2015,661.0,Union City,Algebra II,87.8
2014,661.0,Union City,Algebra II,66.3
2013,661.0,Union City,Algebra II,59.4
2012,661.0,Union City,Algebra II,42.3
2011,661.0,Union City,Algebra II,NA
2015,661.0,Union City,Biology I,74.0
2014,661.0,Union City,Biology I,76.9
2013,661.0,Union City,Biology I,70.5
2012,661.0,Union City,Biology I,72.5
2011,661.0,Union City,Biology I,13.6
2015,661.0,Union City,Chemistry,68.6
2014,661.0,Union City,Chemistry,46.3
2013,661.0,Union City,Chemistry,NA
2012,661.0,Union City,Chemistry,NA
2011,661.0,Union City,Chemistry,NA
2015,661.0,Union City,English I,67.5
2014,661.0,Union City,English I,67.0
2013,661.0,Union City,English I,70.3
2012,661.0,Union City,English I,59.0
2011,661.0,Union City,English I,58.3
2015,661.0,Union City,English II,66.7
2014,661.0,Union City,English II,72.0
2013,661.0,Union City,English II,54.9
2012,661.0,Union City,English II,59.5
2011,661.0,Union City,English II,56.8
2015,661.0,Union City,English III,63.1
2014,661.0,Union City,English III,56.5
2013,661.0,Union City,English III,50.0
2012,661.0,Union City,English III,54.4
2011,661.0,Union City,English III,NA
2015,661.0,Union City,Graduation Rate,88.6
2014,661.0,Union City,Graduation Rate,91.4
2013,661.0,Union City,Graduation Rate,76.3
2012,661.0,Union City,Graduation Rate,85.7
2011,661.0,Union City,Graduation Rate,NA
2015,661.0,Union City,Math,53.3
2014,661.0,Union City,Math,40.3
2013,661.0,Union City,Math,45.8
2012,661.0,Union City,Math,49.0
2011,661.0,Union City,Math,39.2
2015,661.0,Union City,ELA,46.3
2014,661.0,Union City,ELA,44.7
2013,661.0,Union City,ELA,46.1
2012,661.0,Union City,ELA,46.8
2011,661.0,Union City,ELA,41.5
2015,661.0,Union City,Science,58.6
2014,661.0,Union City,Science,56.4
2013,661.0,Union City,Science,54.1
2012,661.0,Union City,Science,53.1
2011,661.0,Union City,Science,47.3
2015,870.0,Union County,Algebra I,63.4
2014,870.0,Union County,Algebra I,67.1
2013,870.0,Union County,Algebra I,68.7
2012,870.0,Union County,Algebra I,49.2
2011,870.0,Union County,Algebra I,49.4
2015,870.0,Union County,Algebra II,55.0
2014,870.0,Union County,Algebra II,47.9
2013,870.0,Union County,Algebra II,33.9
2012,870.0,Union County,Algebra II,25.2
2011,870.0,Union County,Algebra II,NA
2015,870.0,Union County,Biology I,53.1
2014,870.0,Union County,Biology I,62.5
2013,870.0,Union County,Biology I,58.1
2012,870.0,Union County,Biology I,39.3
2011,870.0,Union County,Biology I,29.4
2015,870.0,Union County,Chemistry,46.9
2014,870.0,Union County,Chemistry,24.6
2013,870.0,Union County,Chemistry,NA
2012,870.0,Union County,Chemistry,NA
2011,870.0,Union County,Chemistry,NA
2015,870.0,Union County,English I,64.9
2014,870.0,Union County,English I,68.4
2013,870.0,Union County,English I,68.7
2012,870.0,Union County,English I,66.0
2011,870.0,Union County,English I,56.9
2015,870.0,Union County,English II,54.6
2014,870.0,Union County,English II,58.4
2013,870.0,Union County,English II,51.0
2012,870.0,Union County,English II,46.4
2011,870.0,Union County,English II,48.8
2015,870.0,Union County,English III,48.3
2014,870.0,Union County,English III,39.1
2013,870.0,Union County,English III,27.1
2012,870.0,Union County,English III,28.0
2011,870.0,Union County,English III,NA
2015,870.0,Union County,Graduation Rate,87.1
2014,870.0,Union County,Graduation Rate,74.0
2013,870.0,Union County,Graduation Rate,80.9
2012,870.0,Union County,Graduation Rate,71.8
2011,870.0,Union County,Graduation Rate,NA
2015,870.0,Union County,Math,38.1
2014,870.0,Union County,Math,24.9
2013,870.0,Union County,Math,21.5
2012,870.0,Union County,Math,21.3
2011,870.0,Union County,Math,25.2
2015,870.0,Union County,ELA,38.2
2014,870.0,Union County,ELA,39.6
2013,870.0,Union County,ELA,36.2
2012,870.0,Union County,ELA,37.2
2011,870.0,Union County,ELA,37.5
2015,870.0,Union County,Science,50.7
2014,870.0,Union County,Science,45.0
2013,870.0,Union County,Science,38.9
2012,870.0,Union County,Science,42.7
2011,870.0,Union County,Science,47.9
2015,880.0,Van Buren County,Algebra I,68.3
2014,880.0,Van Buren County,Algebra I,66.1
2013,880.0,Van Buren County,Algebra I,70.9
2012,880.0,Van Buren County,Algebra I,55.4
2011,880.0,Van Buren County,Algebra I,60.7
2015,880.0,Van Buren County,Algebra II,68.5
2014,880.0,Van Buren County,Algebra II,58.2
2013,880.0,Van Buren County,Algebra II,29.8
2012,880.0,Van Buren County,Algebra II,16.7
2011,880.0,Van Buren County,Algebra II,NA
2015,880.0,Van Buren County,Biology I,49.2
2014,880.0,Van Buren County,Biology I,69.4
2013,880.0,Van Buren County,Biology I,78.9
2012,880.0,Van Buren County,Biology I,66.7
2011,880.0,Van Buren County,Biology I,45.8
2015,880.0,Van Buren County,Chemistry,32.7
2014,880.0,Van Buren County,Chemistry,19.3
2013,880.0,Van Buren County,Chemistry,NA
2012,880.0,Van Buren County,Chemistry,NA
2011,880.0,Van Buren County,Chemistry,NA
2015,880.0,Van Buren County,English I,62.3
2014,880.0,Van Buren County,English I,70.7
2013,880.0,Van Buren County,English I,77.2
2012,880.0,Van Buren County,English I,61.3
2011,880.0,Van Buren County,English I,59.4
2015,880.0,Van Buren County,English II,57.7
2014,880.0,Van Buren County,English II,68.7
2013,880.0,Van Buren County,English II,61.9
2012,880.0,Van Buren County,English II,44.6
2011,880.0,Van Buren County,English II,56.6
2015,880.0,Van Buren County,English III,41.9
2014,880.0,Van Buren County,English III,25.6
2013,880.0,Van Buren County,English III,22.2
2012,880.0,Van Buren County,English III,35.8
2011,880.0,Van Buren County,English III,NA
2015,880.0,Van Buren County,Graduation Rate,91.5
2014,880.0,Van Buren County,Graduation Rate,91.2
2013,880.0,Van Buren County,Graduation Rate,86.4
2012,880.0,Van Buren County,Graduation Rate,85.7
2011,880.0,Van Buren County,Graduation Rate,NA
2015,880.0,Van Buren County,Math,41.6
2014,880.0,Van Buren County,Math,36.0
2013,880.0,Van Buren County,Math,26.0
2012,880.0,Van Buren County,Math,23.3
2011,880.0,Van Buren County,Math,23.5
2015,880.0,Van Buren County,ELA,35.7
2014,880.0,Van Buren County,ELA,37.2
2013,880.0,Van Buren County,ELA,39.4
2012,880.0,Van Buren County,ELA,43.3
2011,880.0,Van Buren County,ELA,43.9
2015,880.0,Van Buren County,Science,55.8
2014,880.0,Van Buren County,Science,51.1
2013,880.0,Van Buren County,Science,59.3
2012,880.0,Van Buren County,Science,58.9
2011,880.0,Van Buren County,Science,65.2
2015,890.0,Warren County,Algebra I,11.1
2014,890.0,Warren County,Algebra I,60.5
2013,890.0,Warren County,Algebra I,65.5
2012,890.0,Warren County,Algebra I,60.4
2011,890.0,Warren County,Algebra I,57.7
2015,890.0,Warren County,Algebra II,NA
2014,890.0,Warren County,Algebra II,42.6
2013,890.0,Warren County,Algebra II,39.3
2012,890.0,Warren County,Algebra II,40.1
2011,890.0,Warren County,Algebra II,NA
2015,890.0,Warren County,Biology I,57.3
2014,890.0,Warren County,Biology I,68.1
2013,890.0,Warren County,Biology I,54.3
2012,890.0,Warren County,Biology I,57.6
2011,890.0,Warren County,Biology I,44.9
2015,890.0,Warren County,Chemistry,34.7
2014,890.0,Warren County,Chemistry,32.0
2013,890.0,Warren County,Chemistry,NA
2012,890.0,Warren County,Chemistry,NA
2011,890.0,Warren County,Chemistry,NA
2015,890.0,Warren County,English I,72.5
2014,890.0,Warren County,English I,70.5
2013,890.0,Warren County,English I,67.4
2012,890.0,Warren County,English I,59.2
2011,890.0,Warren County,English I,65.4
2015,890.0,Warren County,English II,60.7
2014,890.0,Warren County,English II,55.1
2013,890.0,Warren County,English II,60.8
2012,890.0,Warren County,English II,59.6
2011,890.0,Warren County,English II,50.6
2015,890.0,Warren County,English III,17.7
2014,890.0,Warren County,English III,23.4
2013,890.0,Warren County,English III,26.7
2012,890.0,Warren County,English III,20.5
2011,890.0,Warren County,English III,NA
2015,890.0,Warren County,Graduation Rate,89.1
2014,890.0,Warren County,Graduation Rate,87.5
2013,890.0,Warren County,Graduation Rate,92.3
2012,890.0,Warren County,Graduation Rate,87.2
2011,890.0,Warren County,Graduation Rate,NA
2015,890.0,Warren County,Math,48.6
2014,890.0,Warren County,Math,40.2
2013,890.0,Warren County,Math,38.7
2012,890.0,Warren County,Math,36.7
2011,890.0,Warren County,Math,33.2
2015,890.0,Warren County,ELA,43.7
2014,890.0,Warren County,ELA,46.6
2013,890.0,Warren County,ELA,47.3
2012,890.0,Warren County,ELA,47.0
2011,890.0,Warren County,ELA,43.9
2015,890.0,Warren County,Science,63.7
2014,890.0,Warren County,Science,64.0
2013,890.0,Warren County,Science,64.4
2012,890.0,Warren County,Science,62.3
2011,890.0,Warren County,Science,55.6
2015,900.0,Washington County,Algebra I,67.0
2014,900.0,Washington County,Algebra I,68.1
2013,900.0,Washington County,Algebra I,68.5
2012,900.0,Washington County,Algebra I,54.9
2011,900.0,Washington County,Algebra I,50.6
2015,900.0,Washington County,Algebra II,48.7
2014,900.0,Washington County,Algebra II,54.0
2013,900.0,Washington County,Algebra II,34.1
2012,900.0,Washington County,Algebra II,30.3
2011,900.0,Washington County,Algebra II,NA
2015,900.0,Washington County,Biology I,67.6
2014,900.0,Washington County,Biology I,74.0
2013,900.0,Washington County,Biology I,68.5
2012,900.0,Washington County,Biology I,61.7
2011,900.0,Washington County,Biology I,54.0
2015,900.0,Washington County,Chemistry,58.9
2014,900.0,Washington County,Chemistry,38.4
2013,900.0,Washington County,Chemistry,NA
2012,900.0,Washington County,Chemistry,NA
2011,900.0,Washington County,Chemistry,NA
2015,900.0,Washington County,English I,74.4
2014,900.0,Washington County,English I,71.4
2013,900.0,Washington County,English I,75.1
2012,900.0,Washington County,English I,69.5
2011,900.0,Washington County,English I,71.8
2015,900.0,Washington County,English II,67.9
2014,900.0,Washington County,English II,67.1
2013,900.0,Washington County,English II,64.6
2012,900.0,Washington County,English II,65.4
2011,900.0,Washington County,English II,62.1
2015,900.0,Washington County,English III,50.5
2014,900.0,Washington County,English III,48.8
2013,900.0,Washington County,English III,49.8
2012,900.0,Washington County,English III,43.4
2011,900.0,Washington County,English III,NA
2015,900.0,Washington County,Graduation Rate,91.0
2014,900.0,Washington County,Graduation Rate,90.3
2013,900.0,Washington County,Graduation Rate,93.8
2012,900.0,Washington County,Graduation Rate,90.3
2011,900.0,Washington County,Graduation Rate,NA
2015,900.0,Washington County,Math,61.7
2014,900.0,Washington County,Math,58.3
2013,900.0,Washington County,Math,57.8
2012,900.0,Washington County,Math,54.6
2011,900.0,Washington County,Math,50.3
2015,900.0,Washington County,ELA,55.0
2014,900.0,Washington County,ELA,58.2
2013,900.0,Washington County,ELA,58.6
2012,900.0,Washington County,ELA,55.3
2011,900.0,Washington County,ELA,56.6
2015,900.0,Washington County,Science,71.0
